No,Keyword,Volume,Position,Estimated Visits,CPC,Paid Difficulty,SEO Difficulty,Ranking URL
1296,large abstract paintings on canvas,260,6,12,$0.60,99,24,https://abstracthouse.com/collections/extra-large-wall-art
1297,what is modern artwork,260,9,6,$0,3,71,https://abstracthouse.com/blogs/inspiration/traditional-art-vs-modern-art-understanding-the-differences
1298,large painting wall art,260,19,1,$0.55,100,40,https://abstracthouse.com/collections/extra-large-wall-art
1299,large painting wall,260,6,25,$0.78,100,52,https://abstracthouse.com/collections/extra-large-wall-art
1300,large canvas abstract art,260,2,79,$1.13,100,38,https://abstracthouse.com/collections/extra-large-wall-art
1301,sets of pictures,260,31,0,$0.75,100,35,https://abstracthouse.com/collections/set-of-three-prints
1302,what is a modern art,260,11,6,$0,3,62,https://abstracthouse.com/blogs/inspiration/traditional-art-vs-modern-art-understanding-the-differences
1303,large glass framed pictures,260,78,0,$0.78,100,24,https://abstracthouse.com/
1304,painting sizes,260,31,0,$0.21,98,52,https://abstracthouse.com/pages/size-chart
1305,extra large wall art for living room uk,260,11,3,$0.68,100,31,https://abstracthouse.com/collections/extra-large-wall-art
1306,canvas art painting,260,4,17,$1.13,100,32,https://abstracthouse.com/collections/canvas-prints
1307,limited editions meaning,260,22,0,$0,1,27,https://abstracthouse.com/blogs/art-101/what-is-a-limited-edition-print
1308,colouring wall art,260,37,0,$0.46,99,33,https://abstracthouse.com/collections/bright-and-colourful-wall-art
1309,pics abstract art,260,26,0,$0.58,100,47,https://abstracthouse.com/collections/abstract-art-prints
1310,abstract art wall mural,260,33,0,$0.77,100,20,https://abstracthouse.com/collections/abstract-art-prints
1311,inexpensive framed prints,260,32,0,$1.28,100,41,https://abstracthouse.com/
1312,a3 frame cm,320,9,12,$0.41,100,21,https://abstracthouse.com/blogs/how-to-guides/photo-frame-size-guide-what-size-picture-frame-do-i-need
1313,art painting on canvas,260,31,0,$1.13,100,57,https://abstracthouse.com/collections/canvas-prints
1314,white textured wall art,260,55,0,$0.38,100,32,https://abstracthouse.com/collections/abstract-art-prints/white
1315,what is art movement,260,9,6,$0,1,49,https://abstracthouse.com/blogs/inspiration/exploring-the-major-art-movements-how-they-shaped-the-world-of-art
1316,modern abstract wall art,260,4,42,$0.66,100,39,https://abstracthouse.com/collections/abstract-art-prints
1317,what is art movements,260,8,12,$0,1,52,https://abstracthouse.com/blogs/inspiration/exploring-the-major-art-movements-how-they-shaped-the-world-of-art
1318,white artworks,260,18,1,$0.47,99,39,https://abstracthouse.com/collections/abstract-art-prints/white
1319,limited edition meaning,260,25,0,$0,1,47,https://abstracthouse.com/blogs/art-101/what-is-a-limited-edition-print
1320,cheap prints in frames,260,34,0,$1.59,100,46,https://abstracthouse.com/pages/art-prints-posters
1321,3 piece canvas wall art,260,35,0,$0.79,100,26,https://abstracthouse.com/collections/set-of-three-prints
1322,botanical art paintings,260,100,0,$0.84,99,35,https://abstracthouse.com/blogs/inspiration/top-botanical-art-prints-to-buy
1323,wall painting large,260,3,25,$0.64,100,54,https://abstracthouse.com/collections/extra-large-wall-art
1324,wall art luxury,260,35,0,$1.21,100,49,https://abstracthouse.com/
1325,wall art trio,260,4,17,$0.98,100,20,https://abstracthouse.com/collections/set-of-three-prints
1326,large contemporary wall art,260,9,8,$0.92,100,42,https://abstracthouse.com/collections/contemporary-prints
1327,what is a triptych,260,31,0,$0,2,39,https://abstracthouse.com/blogs/inspiration/triptych-in-art
1328,abstract realism artwork,260,55,0,$0.22,70,27,https://abstracthouse.com/collections/original-art
1329,art for the home,260,19,1,$0.90,99,55,https://abstracthouse.com/
1330,abstract modern wall art,320,1,79,$0.56,100,46,https://abstracthouse.com/collections/abstract-art-prints
1331,abstract mural wall,260,32,0,$1.23,100,23,https://abstracthouse.com/collections/abstract-art-prints
1332,art prints living room,260,21,1,$0.59,100,32,https://abstracthouse.com/collections/art-for-your-living-room
1333,abstract artists black and white,260,2,79,$0.53,100,22,https://abstracthouse.com/collections/black-white-art-prints
1334,abstract wall art black and white,260,6,17,$0.86,100,30,https://abstracthouse.com/collections/black-white-art-prints
1335,abstract artwork example,320,36,0,$0.29,99,44,https://abstracthouse.com/collections/original-art
1336,modern art sale,260,44,0,$0.92,100,44,https://abstracthouse.com/collections/sale-1
1337,image of abstract painting,260,42,0,$0.36,100,51,https://abstracthouse.com/collections/abstract-art-prints
1338,triptych painting,260,62,0,$0.71,100,39,https://abstracthouse.com/blogs/inspiration/triptych-in-art
1339,living room artwork ideas,260,4,25,$0.52,100,44,https://abstracthouse.com/collections/art-for-your-living-room
1340,picture frame art,260,49,0,$0.78,100,66,https://abstracthouse.com/
1341,picture abstract art,260,5,25,$0.36,100,49,https://abstracthouse.com/collections/abstract-art-prints
1342,modern artwork for living room,260,16,2,$0.82,100,41,https://abstracthouse.com/collections/art-prints
1343,teal colour wall,320,58,0,$0.24,100,41,https://abstracthouse.com/collections/teal-wall-art
1344,square art print,260,2,42,$0.84,100,31,https://abstracthouse.com/collections/square-prints
1345,simple abstract artists,260,16,1,$0.14,100,53,https://abstracthouse.com/collections/abstract-art-prints
1346,set of pictures,260,53,0,$0.75,100,36,https://abstracthouse.com/collections/gallery-wall-art
1347,colourful abstract art,260,21,1,$0.46,100,33,https://abstracthouse.com/
1348,art for the living room ideas,320,7,17,$0.48,100,49,https://abstracthouse.com/collections/art-for-your-living-room
1349,art prints for living room,260,37,0,$0.60,100,32,https://abstracthouse.com/collections/abstract-art-prints
1350,picture sets,260,45,0,$0.75,100,44,https://abstracthouse.com/collections/gallery-wall-art
1351,abstract painting example,320,34,0,$0.30,100,43,https://abstracthouse.com/collections/abstract-art-prints
1352,gold canvas wall art,260,33,0,$0.44,100,22,https://abstracthouse.com/collections/abstract-art-prints/gold
1353,painting canvas art,260,36,0,$1.13,100,54,https://abstracthouse.com/collections/canvas-prints
1354,triptych paintings,260,72,0,$0.56,99,25,https://abstracthouse.com/blogs/inspiration/triptych-in-art
1355,commission artist painting,260,30,0,$2.73,88,33,https://abstracthouse.com/pages/commission-an-artist
1356,canvas paintings art,260,38,0,$1.13,100,39,https://abstracthouse.com/collections/canvas-prints
1357,canvas wall art cheap,260,17,1,$1.02,100,48,https://abstracthouse.com/collections/canvas-prints
1358,modern painting for sale,260,25,0,$0.92,100,49,https://abstracthouse.com/collections/original-art
1359,modern paintings for living room,260,16,2,$0.82,100,33,https://abstracthouse.com/
1360,sample of abstract art,260,34,0,$0.33,99,54,https://abstracthouse.com/collections/abstract-art-prints
1361,plant wall art,260,49,0,$0.29,100,37,https://abstracthouse.com/collections/botanical-art-prints
1362,wall art large modern,260,4,25,$0.65,100,47,https://abstracthouse.com/collections/extra-large-wall-art
1363,long horizontal wall art,260,33,0,$0.59,100,50,https://abstracthouse.com/collections/large-canvas-prints
1364,gold abstract wall art,260,18,1,$0.51,100,29,https://abstracthouse.com/collections/abstract-art-prints/gold
1365,nature artwork painting,260,5,17,$0.21,98,23,https://abstracthouse.com/collections/nature-art-prints
1366,abstract paintings pictures,260,3,42,$0.63,100,41,https://abstracthouse.com/collections/abstract-art-prints
1367,abstract canvas art large,260,2,79,$1.02,100,32,https://abstracthouse.com/collections/extra-large-wall-art
1368,large wall art kitchen,260,11,6,$0.44,99,48,https://abstracthouse.com/collections/art-for-your-kitchen
1369,large wall art uk,260,9,6,$1.35,100,46,https://abstracthouse.com/collections/large-canvas-prints
1370,modern paintings living room,260,19,1,$0.82,100,24,https://abstracthouse.com/
1371,real painting,320,20,1,$0.93,53,58,https://abstracthouse.com/collections/original-art
1372,wall art color,260,10,8,$0.46,99,37,https://abstracthouse.com/collections/warm-colours-wall-art
1373,paintings nature art,260,29,0,$0.21,98,21,https://abstracthouse.com/collections/nature-art-prints
1374,lounge art,260,35,0,$0.95,100,53,https://abstracthouse.com/
1375,artwork in homes,260,46,0,$0.76,100,37,https://abstracthouse.com/
1376,limited edition definition,260,16,1,$0,1,52,https://abstracthouse.com/blogs/art-101/what-is-a-limited-edition-print
1377,large wall art for kitchen,260,12,3,$0.44,99,46,https://abstracthouse.com/collections/art-for-your-kitchen
1378,large colourful wall art,260,14,3,$0.55,100,33,https://abstracthouse.com/collections/bright-and-colourful-wall-art
1379,large colorful wall art,260,4,42,$0.55,100,37,https://abstracthouse.com/collections/bright-and-colourful-wall-art
1380,teal wall,260,20,1,$0.31,100,41,https://abstracthouse.com/collections/teal-wall-art
1381,trio wall art,260,10,6,$0.68,100,20,https://abstracthouse.com/collections/set-of-three-prints
1382,e17 art house,260,37,0,$0,3,23,https://abstracthouse.com/
1383,contemporary abstract,260,29,0,$0.45,100,53,https://abstracthouse.com/collections/abstract-art-prints
1384,city scape artwork,320,18,1,$0.62,100,13,https://abstracthouse.com/collections/cityscape
1385,modern art for sale,260,72,0,$1.36,100,54,https://abstracthouse.com/collections/art-prints
1386,minted gallery,260,38,0,$0,2,57,https://abstracthouse.com/products/minted-art-print
1387,art with picture frames,260,19,2,$0.78,100,41,https://abstracthouse.com/blogs/how-to-guides/how-to-put-pictures-and-art-in-a-picture-frame
1388,abstract art black and white painting,260,2,79,$0.53,100,39,https://abstracthouse.com/collections/black-white-art-prints
1389,abstract art examples,260,29,0,$0.33,99,61,https://abstracthouse.com/collections/abstract-art-prints
1390,abstract realistic art,260,11,8,$0.74,49,36,https://abstracthouse.com/
1391,abstract artwork examples,260,38,0,$0.33,99,51,https://abstracthouse.com/collections/abstract-art-prints
1392,abstract painting shapes,260,33,0,$0.26,86,38,https://abstracthouse.com/collections/abstract-art-prints
1393,abstract black and white painting,880,3,79,$0.67,100,43,https://abstracthouse.com/collections/black-white-art-prints
1394,art for big wall,260,16,2,$0.57,100,35,https://abstracthouse.com/collections/extra-large-wall-art
1395,art nature painting,260,22,1,$0.21,98,41,https://abstracthouse.com/collections/nature-art-prints
1396,inexpensive prints to frame,260,35,0,$1.59,100,21,https://abstracthouse.com/
1397,artists black and white,260,105,0,$0.28,9,52,https://abstracthouse.com/collections/black-white-art-prints
1398,colourful art print,320,44,0,$0.77,100,15,https://abstracthouse.com/collections/bright-and-colourful-wall-art
1399,painted canvas art,260,6,17,$1.13,100,29,https://abstracthouse.com/collections/canvas-prints
1400,cheap prints with frames,260,68,0,$1.59,100,58,https://abstracthouse.com/pages/art-prints-posters
1401,black and white photo wall,260,75,0,$0.40,100,47,https://abstracthouse.com/collections/black-white-art-prints
1402,modern living room art,260,16,1,$0.48,100,36,https://abstracthouse.com/collections/art-prints
1403,blue wall art for living room,260,5,17,$0.45,100,33,https://abstracthouse.com/collections/blue-wall-art
1404,abstract gold wall art,260,33,0,$0.44,99,27,https://abstracthouse.com/collections/abstract-art-prints/gold
1405,light blue painting for wall,260,5,17,$0.24,100,41,https://abstracthouse.com/collections/blue-wall-art
1406,canvas paintings for kitchen,260,18,1,$0.59,100,21,https://abstracthouse.com/collections/art-for-your-kitchen
1407,artwork for home office,260,5,17,$0.52,100,31,https://abstracthouse.com/pages/art-for-the-office
1408,minimalist line art,260,4,25,$0.16,97,29,https://abstracthouse.com/collections/line-art
1409,canvas art paintings,260,4,25,$1.13,100,39,https://abstracthouse.com/collections/canvas-prints
1410,huge wall art,260,8,12,$0.55,100,34,https://abstracthouse.com/collections/extra-large-wall-art
1411,line artwork artists,260,17,1,$6.03,2,37,https://abstracthouse.com/blogs/inspiration/10-must-have-line-art-prints
1412,what defines modern art,260,9,6,$0,3,51,https://abstracthouse.com/blogs/inspiration/traditional-art-vs-modern-art-understanding-the-differences
1413,large artwork for walls,260,9,5,$0.55,100,21,https://abstracthouse.com/collections/extra-large-wall-art
1414,large abstract painting on canvas,260,3,42,$1.13,100,22,https://abstracthouse.com/collections/extra-large-wall-art
1415,where buy art,260,55,0,$1.32,100,88,https://abstracthouse.com/
1416,black and white abstract artists,390,2,79,$0.80,100,21,https://abstracthouse.com/collections/black-white-art-prints
1417,cityscape art,260,48,0,$0.50,100,35,https://abstracthouse.com/collections/cityscape
1418,what is an art movement,260,9,6,$0,1,47,https://abstracthouse.com/blogs/inspiration/exploring-the-major-art-movements-how-they-shaped-the-world-of-art
1419,images of abstract art,260,10,5,$0.63,100,59,https://abstracthouse.com/collections/abstract-art-prints
1420,art living room ideas,260,8,12,$0.52,100,44,https://abstracthouse.com/collections/art-for-your-living-room
1421,art in home,260,5,42,$0.90,99,55,https://abstracthouse.com/
1422,18 x 24 cm frame in inches,260,31,0,$0.38,100,16,https://abstracthouse.com/blogs/how-to-guides/photo-frame-size-guide-what-size-picture-frame-do-i-need
1423,18x24 inches frame in cm,260,41,0,$0.38,100,17,https://abstracthouse.com/blogs/how-to-guides/photo-frame-size-guide-what-size-picture-frame-do-i-need
1424,kitchen canvas prints,260,59,0,$0.57,100,25,https://abstracthouse.com/collections/art-for-your-kitchen
1425,abstract art picture,260,5,25,$0.63,100,45,https://abstracthouse.com/collections/abstract-art-prints
1426,abstract painting contemporary,260,32,0,$0.45,100,29,https://abstracthouse.com/collections/abstract-art-prints
1427,paint canvas art,260,10,6,$1.13,100,41,https://abstracthouse.com/collections/canvas-prints
1428,extra large wall art uk,260,10,6,$0.65,100,47,https://abstracthouse.com/collections/extra-large-wall-art
1429,canvas pictures kitchen,260,21,0,$0.41,100,28,https://abstracthouse.com/collections/art-for-your-kitchen
1430,commission artist for painting,260,7,8,$2.31,90,26,https://abstracthouse.com/pages/commission-an-artist
1431,xxl wall art,260,10,6,$0.68,100,18,https://abstracthouse.com/collections/extra-large-wall-art
1432,designer framed pictures,260,49,0,$1.68,100,34,https://abstracthouse.com/
1433,artwork for hallway,260,32,0,$0.42,100,30,https://abstracthouse.com/collections/art-for-your-hallway
1434,artwork landscape,260,10,5,$0.40,96,50,https://abstracthouse.com/collections/landscape-photography
